head,relation,tail,time,score
陈素芬职场霸凌遭调职,威胁,碳市场,2024-11-26,1.000000
陈绍晃,质疑,台企银,2024-11-26,1.000000
兆丰金控,威胁,碳市场,2024-11-26,1.000000
陈绍晃,认为有威胁,碳市场,2024-11-26,1.000000
戴银,认为有威胁,碳市场,2024-11-26,1.000000
林宜静,质疑,新光金,2024-11-26,1.000000
陈素芬职场霸凌遭调职,认为有威胁,碳市场的信任度,2024-11-26,1.000000
戴银,威胁,碳市场,2024-11-26,1.000000
台湾中小企业银行,主导,第三季线上法说会,2024-11-26,1.000000
台湾中小企业银行,认为有威胁,碳市场,2024-11-26,1.000000
兆丰金融集团,支持,各类运动,2024-11-26,1.000000
兆丰金融集团,认为有威胁,碳市场,2024-11-26,1.000000
欧德宁,支持,英特尔董事长巴瑞特,2024-11-29,1.000000
前总统川普,增进,减税政策,2024-11-08,1.000000
博世,增进,德国设厂计划,2024-12-02,1.000000
英飞凌,增进,德国设厂计划,2024-12-02,1.000000
日本经济产业省,认为非法,建厂用地,2024-10-23,1.000000
林男,担忧,自己的开车技术,2024-12-02,1.000000
林男,损害,车头钣金及保险杆,2024-12-02,1.000000
贝莱德,支持,嘉泽,2024-11-17,1.000000
小英政府,损害,外交虚名,2024-08-03,1.000000
默克集团,增进,绿色科技革命,2024-12-02,1.000000
兰甘,增进,绿色科技革命,2024-12-02,1.000000
光通讯台厂,增进,美中贸易战转单效益,2024-11-28,1.000000
朱学恒,认为失败,台海开战,2024-10-28,1.000000
孙元成,欢迎,创办人夫妇,2024-10-25,1.000000
禹贞恩,增进,重新改造」教育,2024-09-21,1.000000
禹贞恩,攻击,奈米,2024-09-21,1.000000
大陆当地IC设计公司,攻击,海外市场,2024-08-05,1.000000
林百里,欢迎,蔡杨湘薰,2024-11-15,1.000000
林百里,喜欢,蔡杨湘薰,2024-11-15,1.000000
葛斯齐,认为有威胁,女病患爱上男医师,2024-11-23,1.000000
葛斯齐,攻击,男医师,2024-11-23,1.000000
葛斯齐,威胁,男医师,2024-11-23,1.000000
葛斯齐,喜欢,男医师,2024-11-23,1.000000
默克集团,增进,绿色科技革命,2024-12-02,1.000000
TVBS,主导,《晶三角》,2024-11-27,1.000000
TVBS,欣赏,《晶三角》,2024-11-27,1.000000
沈荣,主导,鸿钧微电子,2024-12-01,1.000000
政院,支持,桃竹苗大矽谷方案,2024-11-29,1.000000
政院,主导,桃竹苗大矽谷方案,2024-11-29,1.000000
政院,认可,桃竹苗大矽谷方案,2024-11-29,1.000000
政院,增进,桃竹苗大矽谷方案,2024-11-29,1.000000
高盛,认为优秀,先进制程晶圆代工厂,2024-12-02,1.000000
高盛证券,认为优秀,先进制程晶圆代工厂,2024-12-02,1.000000
韦尔股份,认为优秀,豪威,2024-12-06,1.000000
欧宁德,质疑,是否有推荐人选,2024-11-29,1.000000
欧宁德,支持,巴瑞特,2024-11-29,1.000000
欧宁德,支持,巴瑞特,2024-11-29,1.000000
欧宁德,质疑,是否有推荐人选,2024-11-29,1.000000
诺贝尔文学奖,视作英雄,海明威,2024-11-28,1.000000
台北市政府教育局,支持,高中职五专学生,2024-12-03,1.000000
哲哲老师,认为有暴力,新北校园,2024-12-04,1.000000
蔡明忠,攻击,不动产公会,2024-12-03,1.000000
郭台强,攻击,不动产公会,2024-12-03,1.000000
台湾日东电工公司,增进,产品全球供应能力,2024-12-01,1.000000
宋秀玲,认为失败,虚拟资产交易,2024-11-21,1.000000
宋秀玲,认为非法,虚拟资产交易,2024-11-21,1.000000
宋秀玲,主导,虚拟资产交易,2024-11-21,1.000000
宋秀玲,认为违规,虚拟资产交易,2024-11-21,1.000000
以色列内阁,认为有暴力,咏业力守红盘,2024-11-27,1.000000
以色列内阁,认为有暴力,升达科,2024-11-27,1.000000
詹明桦,增进,软化晶片禁令,2024-11-10,1.000000
柴焕欣,认为优秀,中国大陆IC设计公司,2024-11-10,1.000000
张境在,主导,欣巴巴「欣都星」,2024-11-28,1.000000
卡斯塔那里斯,支持,130名学徒,2024-11-26,1.000000
卡斯塔那里斯,认可,130名学徒,2024-11-26,1.000000
韩国政局,损害,海力士,2024-12-04,1.000000
SBI集团,主导,JSMC株式会社,2024-09-28,1.000000
欧宁德,支持,巴瑞特,2024-11-29,1.000000
杨仲家,欢迎,陈锵泽,2024-12-03,1.000000
台湾混凝土学会,欢迎,陈锵泽,2024-12-03,1.000000
杨仲家,主导,台湾混凝土学会,2024-12-03,1.000000
杨昭彦,认为犯罪,1131022台GG,2024-10-29,1.000000
智璞产业趋势研究所,主导,课关税与补贴法案,2024-12-03,1.000000
法院,认为失败,解体,2024-12-03,1.000000
法院,主导,解体,2024-12-03,1.000000
群益投顾,担忧,短线震荡,2024-12-05,1.000000
群益投顾,认为有危机,短线震荡,2024-12-05,1.000000
群益投顾,担忧,短线震荡,2024-12-05,1.000000
萨克森邦,主导,德国国庆活动,2024-10-05,1.000000
德国国庆活动,欢迎,萨克森邦,2024-10-05,1.000000
大陆中央政府,主导,『一国两制台湾方案』,2024-10-29,1.000000
大陆中央,主导,『一国两制台湾方案』,2024-10-29,1.000000
赖怡忠,主导,全球霸主之争》,2024-11-13,1.000000
赖怡忠,认为犯罪,台湾偷了晶片业务,2024-11-13,1.000000
美企,认为可靠,军事援助,2024-11-25,1.000000
佳世达,认可,第4季业绩,2024-12-02,1.000000
麦瑞斯,主导,艾司摩尔,2024-12-06,1.000000
桑吉,主导,艾司摩尔,2024-12-06,1.000000
高雄市政府新闻局,欢迎,佐小贝(蔡玉贝,2024-12-02,1.000000
高雄市政府新闻局,认为可靠,货物捆绑,2024-12-02,1.000000
李文亮,质疑,娄烨,2024-11-29,1.000000
中国高补贴,损害,同业,2024-11-27,1.000000
半岛酒店集团,欢迎,耶诞,2024-12-03,1.000000
川普新阁员,批评,「浪费」,2024-11-28,1.000000
王耀庭,增进,燃气机组,2024-11-27,1.000000
王耀庭,增进,燃气机组,2024-11-27,1.000000
刘文雄,欢迎,木村敬,2024-08-27,1.000000
刘文雄,喜欢,木村敬,2024-08-27,1.000000
刘文雄,支持,木村敬,2024-08-27,1.000000
刘文雄,认为热情,木村敬,2024-08-27,1.000000
工研院、竹科管理局,欢迎,木村敬,2024-08-27,1.000000
刘文雄,欣赏,木村敬,2024-08-27,1.000000
刘文雄,感到满意,木村敬,2024-08-27,1.000000
南韩朝野,视作英雄,「安炳夏基金会」,2024-12-06,1.000000
吉力吉捞·巩冠,攻击,安,2024-11-21,1.000000
顾客,增进,Blackwell,2024-12-05,1.000000
顾客,认可,Blackwell,2024-12-05,1.000000
顾客,认为可靠,Blackwell,2024-12-05,1.000000
顾客,欣赏,Blackwell,2024-12-05,1.000000
立委关切经济部,质疑,比特大陆,2024-11-19,1.000000
立委关切经济部,攻击,比特大陆,2024-11-19,1.000000
亚马逊AWS云端年会,认为可靠,「一年一代」,2024-12-04,1.000000
力积电铜锣新厂,主导,3D AI代工平台,2024-11-28,1.000000
胡龙融博士,认为优秀,飞鸟,2024-12-03,1.000000
张子安,增进,行车安全,2024-12-03,1.000000
郭台强,认为恐怖,南韩政局,2024-12-03,1.000000
洛克希德‧马丁公司,认为可靠,实体清单,2024-12-03,1.000000
洛克希德‧马丁公司,认为有威胁,中国政府,2024-12-03,1.000000
日本球迷,感到满意,中华队夺冠办游行,2024-11-27,1.000000
日本球迷,视作英雄,12强中华队,2024-11-27,1.000000
总统府与文化总会,主导,封街大游行,2024-11-27,1.000000
司法院,增进,「趋势讲堂」,2024-12-03,1.000000
许宗力,主导,「趋势讲堂」,2024-12-03,1.000000
司法院,支持,「趋势讲堂」,2024-12-03,1.000000
司法院,主导,「趋势讲堂」,2024-12-03,1.000000
芮恩希,增进,国内晶片产能,2024-11-25,1.000000
王尚智,增进,2024总统大选,2024-12-03,1.000000
韩国总统尹锡悦,主导,全国紧急戒严令,2024-12-03,1.000000
王尚智,认为失败,2024总统大选,2024-12-03,1.000000
王尚智,主导,2024总统大选,2024-12-03,1.000000
传教育部,质疑,高中学生,2024-12-03,1.000000
王尚智,支持,2024总统大选,2024-12-03,1.000000
李汶臻,担忧,「光州事件」,2024-12-03,1.000000
金溥聪,认为缺乏,名誉,2024-12-03,1.000000
韩国总统尹锡悦,主导,「紧急戒严令」,2024-12-03,1.000000
川普财经内阁,主导,「左右护法」,2024-12-03,1.000000
金溥聪,损害,名誉,2024-12-03,1.000000
金溥聪,认为有危机,名誉受损,2024-12-03,1.000000
侯永清博士,感谢,所有合作伙伴,2024-12-02,1.000000
默克集团,增进,绿色科技革命,2024-12-02,1.000000
阿柏仔,感到满意,张总会长,2024-11-27,1.000000
阿柏仔,相信,张总会长,2024-11-27,1.000000
阿柏仔,认可,张总会长,2024-11-27,1.000000
阿柏仔,感谢,张总会长,2024-11-27,1.000000
阿柏仔,支持,张总会长,2024-11-27,1.000000
阿柏仔,喜欢,张总会长,2024-11-27,1.000000
阿柏仔,认为热情,张总会长,2024-11-27,1.000000
阿柏仔,欢迎,张总会长,2024-11-27,1.000000
阿柏仔,感到不满,张总会长,2024-11-27,1.000000
阿柏仔,视作英雄,张总会长,2024-11-27,1.000000
川普. 杨瑞临,认可,新「舵手」,2024-12-03,1.000000
印度央行,攻击,中鹰,2024-12-06,1.000000
印度央行,威胁,中鹰,2024-12-06,1.000000
长洪申翰,质疑,台大肄业真相,2024-11-30,1.000000
川普「抓小偷」,批评,新保守主义,2024-11-15,1.000000
林庭瑶,主导,川普「抓小偷」,2024-11-15,1.000000
蔡明翰,主导,台股劲扬,2024-12-02,1.000000
王在希,认为失败,俄乌冲突,2024-11-13,1.000000
王在希,认为有危机,俄乌冲突,2024-11-13,1.000000
傅达仁,主导,尊严安乐善终协会,2024-12-02,1.000000
韩国论坛,认为恐怖,"蟾蜍
南",2024-12-02,1.000000
陈常务次长,增进,对台了解,2024-10-10,1.000000
贝里斯,增进,对台了解,2024-10-10,1.000000
海德副总理,喜欢,贝里斯,2024-10-10,1.000000
海德副总理,质疑,贝里斯,2024-10-10,1.000000
海德副总理,主导,国庆大典,2024-10-10,1.000000
陈常务次长,感谢,海德副总理,2024-10-10,1.000000
海德副总理,欢迎,贝里斯,2024-10-10,1.000000
陈常务次长,认为热情,海德副总理,2024-10-10,1.000000
陈立国,增进,对台了解,2024-10-10,1.000000
陈立国,感谢,海德副总理,2024-10-10,1.000000
陈常务次长,感到满意,海德副总理,2024-10-10,1.000000
海德副总理,增进,对台了解,2024-10-10,1.000000
芮恩希,增进,国内晶片产能,2024-11-25,1.000000
陆军第8军团指挥部,认为有危机,楠梓区工地,2024-11-10,1.000000
台湾民众党,认为有危机,劳动部霸凌轻生案,2024-12-03,1.000000
劳发署北分署,主导,霸凌轻生案,2024-12-03,1.000000
台湾民众党,认为犯罪,劳动部霸凌轻生案,2024-12-03,1.000000
劳发署北分署,认为有危机,霸凌轻生案,2024-12-03,1.000000
劳发署北分署,认为失败,霸凌轻生案,2024-12-03,1.000000
劳发署北分署,增进,霸凌轻生案,2024-12-03,1.000000
台湾民众党,质疑,劳发署北分署,2024-12-03,1.000000
陈沅易,认可,PMIC,2024-11-07,1.000000
Sony集团,主导,熊本工厂,2024-11-18,1.000000
自救会员工,感谢,张董事长,2024-12-02,1.000000
廖泰翔,主导,楠梓产业园区开发工程,2024-11-26,1.000000
川普增进口关税计划,增进,晶片业,2024-11-27,1.000000
高盛首席经济学家,认为可靠,关税计划,2024-11-27,1.000000
高盛首席经济学家,威胁,关税计划,2024-11-27,1.000000
高盛首席经济学家,支持,关税计划,2024-11-27,1.000000
高盛首席经济学家,认为违规,关税计划,2024-11-27,1.000000
高盛首席经济学家,认为犯罪,关税计划,2024-11-27,1.000000
高盛首席经济学家,主导,关税计划,2024-11-27,1.000000
高盛首席经济学家,感到满意,关税计划,2024-11-27,1.000000
高盛首席经济学家,认为有暴力,关税计划,2024-11-27,1.000000
高盛首席经济学家,认为恐怖,关税计划,2024-11-27,1.000000
高盛首席经济学家,认为缺乏,关税计划,2024-11-27,1.000000
高盛首席经济学家,认可,关税计划,2024-11-27,1.000000
高盛首席经济学家,增进,关税计划,2024-11-27,1.000000
高盛首席经济学家,认为非法,关税计划,2024-11-27,1.000000
高盛首席经济学家,欣赏,关税计划,2024-11-27,1.000000
高盛首席经济学家,相信,关税计划,2024-11-27,1.000000
高盛首席经济学家,质疑,关税计划,2024-11-27,1.000000
高盛首席经济学家,批评,关税计划,2024-11-27,1.000000
高盛首席经济学家,损害,联准会降息的计划,2024-11-27,1.000000
高盛首席经济学家,认为失败,关税计划,2024-11-27,1.000000
高盛首席经济学家,认为有成就,关税计划,2024-11-27,1.000000
高盛首席经济学家,喜欢,关税计划,2024-11-27,1.000000
高盛首席经济学家,担忧,关税计划,2024-11-27,1.000000
高盛首席经济学家,认为有危机,关税计划,2024-11-27,1.000000
高盛首席经济学家,认为有威胁,关税计划,2024-11-27,1.000000
高盛首席经济学家,感到不满,关税计划,2024-11-27,1.000000
玉皇上帝,增进,泰民安,2024-08-25,1.000000
玉皇上帝,感谢,当地立委,2024-08-25,1.000000
对墨加征关税,损害,伺服器组装商,2024-11-27,1.000000
董宏思,攻击,先进封测,2024-11-26,1.000000
刘大年,主导,川普的「随性发言」,2024-11-08,1.000000
外界关切经济部,认为优秀,川普执政团队,2024-11-08,1.000000
马哈希尊者,增进,智慧,2024-11-19,1.000000
刘兆玄,感到满意,潘文渊奖,2024-11-26,1.000000
刘兆玄,认为有暴力,潘文渊奖,2024-11-26,1.000000
曾繁城董事长,担忧,刘德音博士,2024-11-26,1.000000
刘兆玄,质疑,潘文渊奖,2024-11-26,1.000000
刘兆玄,认可,潘文渊奖,2024-11-26,1.000000
曾繁城董事长,喜欢,刘德音博士,2024-11-26,1.000000
张忠谋创办人,支持,刘德音博士,2024-11-26,1.000000
张忠谋创办人,欢迎,刘德音博士,2024-11-26,1.000000
刘兆玄,欣赏,潘文渊奖,2024-11-26,1.000000
刘兆玄,认为恐怖,潘文渊奖,2024-11-26,1.000000
曾繁城董事长,支持,刘德音博士,2024-11-26,1.000000
曾繁城董事长,认为热情,刘德音博士,2024-11-26,1.000000
曾繁城董事长,欢迎,刘德音博士,2024-11-26,1.000000
刘兆玄,批评,潘文渊奖,2024-11-26,1.000000
刘兆玄,视作英雄,潘文渊奖,2024-11-26,1.000000
张忠谋创办人,质疑,刘德音博士,2024-11-26,1.000000
刘兆玄,认为优秀,潘文渊奖,2024-11-26,1.000000
曾繁城董事长,认可,刘德音博士,2024-11-26,1.000000
刘兆玄,认为失败,潘文渊奖,2024-11-26,1.000000
刘兆玄,认为有成就,潘文渊奖,2024-11-26,1.000000
张忠谋创办人,欣赏,刘德音博士,2024-11-26,1.000000
张忠谋创办人,相信,刘德音博士,2024-11-26,1.000000
曾繁城董事长,质疑,刘德音博士,2024-11-26,1.000000
曾繁城董事长,欣赏,刘德音博士,2024-11-26,1.000000
史钦泰,视作英雄,潘文渊博士,2024-11-26,1.000000
曾繁城董事长,相信,刘德音博士,2024-11-26,1.000000
刘兆玄,担忧,潘文渊奖,2024-11-26,1.000000
刘兆玄,认为有危机,潘文渊奖,2024-11-26,1.000000
张忠谋创办人,认为优秀,刘德音博士,2024-11-26,1.000000
曾繁城董事长,批评,刘德音博士,2024-11-26,1.000000
曾繁城董事长,认为优秀,刘德音博士,2024-11-26,1.000000
曾繁城董事长,视作英雄,刘德音博士,2024-11-26,1.000000
曾繁城董事长,认为有成就,刘德音博士,2024-11-26,1.000000
张忠谋创办人,喜欢,刘德音博士,2024-11-26,1.000000
花旗证券,认为缺乏,影响有限,2024-11-11,1.000000
花旗证券,认为失败,影响有限,2024-11-11,1.000000
花旗证券,认为恐怖,影响有限,2024-11-11,1.000000
花旗证券,认为可靠,影响有限,2024-11-11,1.000000
花旗证券,认可,影响有限,2024-11-11,1.000000
花旗证券,质疑,影响有限,2024-11-11,1.000000
河合利树,增进,云端服务,2024-12-03,1.000000
河合利树,欢迎,清水建设所有成员,2024-12-03,1.000000
张天豪,增进,研发能力,2024-12-03,1.000000
东京威力科技,主导,南部营运中心,2024-12-03,1.000000
东京威力科技,认为有成就,南部营运中心,2024-12-03,1.000000
TEL南部营运中心,支持,华邦电,2024-12-03,1.000000
河合利树,感谢,清水建设所有成员,2024-12-03,1.000000
东京威力科技,增进,研发能力,2024-12-03,1.000000
以巴停火协议,损害,万海,2024-11-27,1.000000
以巴停火协议,损害,长荣,2024-11-27,1.000000
立院经济委员会,认为有危机,东南亚,2024-11-27,1.000000
立院经济委员会,认为有威胁,东南亚,2024-11-27,1.000000
束崇万,认为有成就,台湾电子产业,2024-11-19,1.000000
中国国台办,损害,台企利益,2024-11-12,1.000000
中国国台办,损害,台湾企业的利益,2024-11-12,1.000000
钟逸钧,感到不满,倚天酷,2024-11-26,1.000000
钟逸钧,认可,倚天酷,2024-11-26,1.000000
钟逸钧,主导,倚天酷,2024-11-26,1.000000
钟逸钧,支持,倚天酷,2024-11-26,1.000000
钟逸钧,欣赏,倚天酷,2024-11-26,1.000000
钟逸钧,质疑,倚天酷,2024-11-26,1.000000
钟逸钧,增进,绿色消费和环保意识,2024-11-26,1.000000
钟逸钧,担忧,倚天酷,2024-11-26,1.000000
钟逸钧,认为优秀,倚天酷,2024-11-26,1.000000
行政院经济发展委员会,认为违规,「创新经济组」,2024-09-03,1.000000
行政院经济发展委员会,主导,「创新经济组」,2024-09-03,1.000000
行政院经济发展委员会,认可,「创新经济组」,2024-09-03,1.000000
行政院经济发展委员会,支持,「创新经济组」,2024-09-03,1.000000
富兰克林,损害,"全球
印尼",2024-12-02,1.000000
许峻郎,主导,乐无界教育计划」,2024-10-29,1.000000
过来人,感到满意,新车冠军,2024-12-03,1.000000
过来人,认为优秀,新车冠军,2024-12-03,1.000000
过来人,支持,新车冠军,2024-12-03,1.000000
过来人,认可,新车冠军,2024-12-03,1.000000
过来人,喜欢,新车冠军,2024-12-03,1.000000
姜志雄,支持,「护理机器人」,2024-12-05,1.000000
姜志雄,认可,「护理机器人」,2024-12-05,1.000000
姜志雄,主导,「护理机器人」,2024-12-05,1.000000
姜志雄,增进,「护理机器人」,2024-12-05,1.000000
芝加哥,认为优秀,萧奥,2024-11-21,1.000000
芝加哥,视作英雄,萧奥,2024-11-21,1.000000
芝加哥,欢迎,萧奥,2024-11-21,1.000000
马龙陆生团访,认为热情,台湾清大,2024-12-03,1.000000
陆生参访团,喜欢,台湾清大,2024-12-03,1.000000
新竹警方,认为热情,陆生感受台湾清大,2024-12-03,1.000000
陆生参访团,认为热情,台湾清大,2024-12-03,1.000000
超微(AMD),相信,AMD研发中心,2024-08-25,1.000000
长鑫存储真,损害,生产线良率,2024-11-12,1.000000
长鑫存储真,损害,数万片晶圆报废,2024-11-12,1.000000
长鑫存储,损害,生产线良率,2024-11-12,1.000000
新关税政策,损害,笔电链,2024-12-01,1.000000
麦可·邓恩,认为违规,「全自动驾驶」计划,2024-11-25,1.000000
麦可·邓恩,认为非法,「全自动驾驶」计划,2024-11-25,1.000000
麦可·邓恩,主导,「全自动驾驶」计划,2024-11-25,1.000000
麦可·邓恩,认为失败,「全自动驾驶」计划,2024-11-25,1.000000
李强,主导,「全自动驾驶」计划,2024-11-25,1.000000
许茂新,认为失败,中科台中二期园区扩建,2024-09-12,1.000000
许茂新,主导,中科台中二期园区扩建,2024-09-12,1.000000
陈立委,喜欢,BBU 概念股,2024-11-25,1.000000
陈立委,主导,统一奔雷手,2024-11-25,1.000000
陈立委,认可,BBU 概念股,2024-11-25,1.000000
陈立委,支持,BBU 概念股,2024-11-25,1.000000
陈立委,欣赏,BBU 概念股,2024-11-25,1.000000
中国科技快速崛起,损害,韩企,2024-11-20,1.000000
权锡俊,认为有威胁,行业龙头企业,2024-11-20,1.000000
权锡俊,威胁,行业龙头企业,2024-11-20,1.000000
中国科技快速崛起,攻击,韩企,2024-11-20,1.000000
中国科技快速崛起,威胁,韩企,2024-11-20,1.000000
友达,增进,面板感测技术,2024-12-05,1.000000
廖世宏,质疑,友达集团,2024-12-05,1.000000
友达集团,认可,医疗面板及感测技术,2024-12-05,1.000000
慧术科技,增进,手术效率,2024-12-05,1.000000
友达,认可,医疗面板及感测技术,2024-12-05,1.000000
廖世宏,认可,友达集团,2024-12-05,1.000000
友达,主导,台湾医疗科技展,2024-12-05,1.000000
友达集团,认为可靠,医疗面板及感测技术,2024-12-05,1.000000
前美女主播,攻击,军人,2024-12-04,1.000000
前美女主播,认为有暴力,军人,2024-12-04,1.000000
前美女主播,批评,"军人
维基百科",2024-12-04,1.000000
前美女主播,感到不满,军人,2024-12-04,1.000000
前美女主播,损害,军人,2024-12-04,1.000000
前美女主播,视作英雄,军人,2024-12-04,1.000000
前美女主播,威胁,军人,2024-12-04,1.000000
张敬伟,认为非法,土耳其,2024-11-17,1.000000
波兰,攻击,川普交易,2024-11-17,1.000000
童振源,认为可靠,粮食安全,2024-11-17,1.000000
童振源,增进,粮食安全,2024-11-17,1.000000
麦瑞斯,主导,艾司摩尔,2024-12-06,1.000000
戴尔公司（Dell）,视作英雄,麦瑞斯,2024-12-06,1.000000
家登,增进,赴美,2024-11-19,1.000000
国泰人寿,主导,县市幸福大调查,2024-12-02,1.000000
川普强势回归,增进,全球市场的不确定性,2024-11-25,1.000000
吴嘉隆,威胁,美债,2024-11-25,1.000000
巴勒斯坦,支持,反以色列,2024-10-29,1.000000
台湾社会,认可,反以色列,2024-10-29,1.000000
台湾社会,支持,反以色列,2024-10-29,1.000000
台湾社会,主导,反以色列,2024-10-29,1.000000
台湾社会,认为可靠,反以色列,2024-10-29,1.000000
蓝绿政党,损害,国际竞争力,2024-11-27,1.000000
群益投信,认为缺乏,去全球化,2024-11-07,1.000000
群益投信,增进,去全球化,2024-11-07,1.000000
阿扁,损害,连战内阁,2024-11-19,1.000000
应用材料公司,增进,晶片行业创新,2024-11-18,1.000000
颜金勇,增进,新平台,2024-11-18,1.000000
应用材料公司,主导,业界合作平台,2024-11-18,1.000000
里昂,认为有成就,AI ASIC崛起,2024-12-05,1.000000
川普当选顾立雄,认为犯罪,「TRUMP」,2024-11-06,1.000000
台湾建商,认为违规,「TRUMP」,2024-11-06,1.000000
台湾建商,认为犯罪,「TRUMP」,2024-11-06,1.000000
法荷航空,主导,南韩戒严令风暴 谷,2024-11-27,1.000000
政府效率部领导人,批评,检察长,2024-11-27,1.000000
梁恩溢,支持,晶片补助,2024-12-01,1.000000
梁恩溢,增进,晶片补助,2024-12-01,1.000000
彭博资讯,主导,美方新规,2024-11-29,1.000000
彭博资讯,认为违规,美方新规,2024-11-29,1.000000
彭博资讯,认为恐怖,美方新规,2024-11-29,1.000000
彭博资讯,批评,美方新规,2024-11-29,1.000000
彭博资讯,担忧,美方新规,2024-11-29,1.000000
京元电子,主导,IC测试,2024-11-21,1.000000
郭明𫓹,主导,「香气鉴定所」,2024-12-02,1.000000
黄筠倧,认为犯罪,内湖无照驾驶案件,2024-11-27,1.000000
黄筠倧,主导,内湖无照驾驶案件,2024-11-27,1.000000
黄筠倧,威胁,用路人,2024-11-27,1.000000
黄筠倧,认为有威胁,用路人,2024-11-27,1.000000
林洸贤,增进,车辆改装,2024-11-27,1.000000
黄筠倧,认为失败,内湖无照驾驶案件,2024-11-27,1.000000
黄筠倧,认为违规,内湖无照驾驶案件,2024-11-27,1.000000
川普承诺上任,认为失败,中东战争,2024-11-06,1.000000
川普承诺上任,增进,中东战争,2024-11-06,1.000000
李维振,认为非法,标示单,2024-11-29,1.000000
加总理,担忧,关税毁经济,2024-12-03,1.000000
加总理,损害,经济,2024-12-03,1.000000
纬来体育台,主导,「棒球12强赛,2024-11-21,1.000000
纬来体育台,欣赏,"
🟡「棒球12强赛",2024-11-21,1.000000
布希总统,主导,APEC领袖会议,2024-11-29,1.000000
民进党当局』,损害,台湾相关产业的优势,2024-11-12,1.000000
韩国铁道工会,主导,罢工,2024-11-20,1.000000
日本国会,主导,「首相指名选举」,2024-11-10,1.000000
日本国会,增进,「首相指名选举」,2024-11-10,1.000000
杨伟文,主导,智胜科技,2024-11-29,1.000000
《财讯》双周刊,主导,成大材料系系友会,2024-11-29,1.000000
意德士科技,视作英雄,阙圣哲,2024-11-29,1.000000
阙圣哲,主导,智胜科技,2024-11-29,1.000000
洪志宏,主导,南台湾科技,2024-11-29,1.000000
《财讯》双周刊,欣赏,成大材料系系友会,2024-11-29,1.000000
准总统川普,增进,用电与基础建设需求,2024-12-04,1.000000
台湾 经部,质疑,郭智辉助台商布局,2024-11-28,1.000000
台湾 经部,支持,台商全球布局,2024-11-28,1.000000
民党团,主导,郭智辉调查委员会,2024-11-28,1.000000
udn.com,质疑,郭智辉助台商布局,2024-11-28,1.000000
申明直,损害,韩国旅客,2024-11-26,1.000000
申明直,喜欢,韩国旅客,2024-11-26,1.000000
熊本县国际协会,欢迎,韩国旅客,2024-11-26,1.000000
申明直,担忧,韩国旅客,2024-11-26,1.000000
熊本国际机场公司,喜欢,来自台湾的旅客,2024-11-26,1.000000
申明直,支持,韩国旅客,2024-11-26,1.000000
申明直,欢迎,韩国旅客,2024-11-26,1.000000
熊本县国际协会,欢迎,来自台湾的旅客,2024-11-26,1.000000
申明直,认为可靠,韩国旅客,2024-11-26,1.000000
申明直,威胁,韩国旅客,2024-11-26,1.000000
熊本国际机场公司,欢迎,来自台湾的旅客,2024-11-26,1.000000
申明直,认为缺乏,韩国旅客,2024-11-26,1.000000
申明直,增进,韩国旅客,2024-11-26,1.000000
科磊（KLA）,质疑,拜登政,2024-12-02,1.000000
科磊（KLA）,支持,拜登政,2024-12-02,1.000000
