head,relation,tail,time,score
约翰逊,威胁,币安,2024-11-13,1.000000
约翰逊,质疑,币安,2024-11-13,1.000000
日本投资银行,视作英雄,三井住友,2024-11-29,1.000000
日本投资银行,欢迎,三井住友,2024-11-29,1.000000
第一任特朗普,主导,将华为公司,2025-01-16,1.000000
人们,认为热情,AI,2024-06-27,1.000000
人们,支持,AI,2024-06-27,1.000000
人们,喜欢,AI,2024-06-27,1.000000
台湾政策制定者,感到不满,川普政府,2025-01-10,1.000000
台湾政策制定者,认为可靠,川普政府,2025-01-10,1.000000
台湾政策制定者,认可,川普政府,2025-01-10,1.000000
台湾政策制定者,威胁,川普政府,2025-01-10,1.000000
台湾政策制定者,认为恐怖,川普政府,2025-01-10,1.000000
台湾政策制定者,质疑,川普政府,2025-01-10,1.000000
台湾政策制定者,认为优秀,川普政府,2025-01-10,1.000000
台湾政策制定者,批评,川普政府,2025-01-10,1.000000
台湾政策制定者,认为违规,川普政府,2025-01-10,1.000000
台湾政策制定者,感到满意,川普政府,2025-01-10,1.000000
台湾政策制定者,担忧,川普政府,2025-01-10,1.000000
台湾政策制定者,相信,川普政府,2025-01-10,1.000000
台湾政策制定者,认为有威胁,川普政府,2025-01-10,1.000000
台湾政策制定者,支持,川普政府,2025-01-10,1.000000
杰里米·鲍曼,认可,《摩根街专栏作家》,2024-12-29,1.000000
台湾积电首席执行官,认为优秀,下一代机器人,2024-12-16,1.000000
台湾积电首席执行官,支持,下一代机器人,2024-12-16,1.000000
凯莉·福布斯,主导,建立“人工智能网格”,2024-11-19,1.000000
杰富瑞公司,主导,投资者电话会议,2024-10-14,1.000000
蒂德·莫顿森,攻击,巴尔的摩,2024-11-19,1.000000
蒂德·莫顿森,认为有威胁,潜在中国入侵,2024-11-19,1.000000
迈克尔·舒尔曼,损害,收入预测,2024-11-20,1.000000
英特尔管理层,增进,设备投资,2024-11-20,1.000000
主席,感谢,台湾市场,2024-07-30,1.000000
李民熙,质疑,海力士,2024-11-12,1.000000
张文松,认为优秀,高NA极紫外系统,2024-10-17,1.000000
克里สเต诺·安蒙,认为失败,英特尔的收购谈判,2024-09-19,1.000000
克里สเต诺·安蒙,主导,英特尔的收购谈判,2024-09-19,1.000000
克里สเต诺·安蒙,支持,英特尔的收购谈判,2024-09-19,1.000000
Sam Alt曼,支持,下一代人工智能的发展,2024-09-27,1.000000
Sam Alt曼,增进,新计算基础设施,2024-09-27,1.000000
科尔特·克雷斯,增进,黑韦尔处理器的产量,2024-11-29,1.000000
日本投资银行,视作英雄,三井住友,2024-11-29,1.000000
字节跳动有限公司,增进,成本,2024-10-26,1.000000
《商业时报》,欣赏,胡硕山,2024-10-03,1.000000
《商业时报》,认为恐怖,胡硕山,2024-10-03,1.000000
《商业时报》,质疑,胡硕山,2024-10-03,1.000000
梅拉尼娅·特朗普,主导,选举夜派对,2024-11-05,1.000000
当选总统,主导,选举夜派对,2024-11-05,1.000000
德国北约军事基地,增进,安全危机,2024-08-25,1.000000
波兰,增进,地缘政治不确定性,2024-08-25,1.000000
德国北约军事基地,主导,安全危机,2024-08-25,1.000000
德国北约军事基地,认为失败,安全危机,2024-08-25,1.000000
巴菲特,喜欢,达美乐比萨,2025-01-09,1.000000
埃利奥特·希尔,欢迎,耐克,2025-01-09,1.000000
约翰·唐纳霍,欢迎,耐克,2025-01-09,1.000000
比尔·阿克曼,喜欢,耐克,2025-01-09,1.000000
埃利奥特·希尔,增进,销量,2025-01-09,1.000000
埃利奥特·希尔,喜欢,耐克,2025-01-09,1.000000
约翰·唐纳霍,喜欢,耐克,2025-01-09,1.000000
比尔·阿克曼,欢迎,耐克,2025-01-09,1.000000
吉恩·蒙斯特,增进,3nm芯片,2024-10-22,1.000000
高通收购英特尔,增进,物联网芯片业务,2024-09-29,1.000000
宁德时代,增进,电动续航里程,2024-11-13,1.000000
程庭芳,主导,网络研讨会,2024-11-13,1.000000
赵长鹏,认为犯罪,FTX起诉币安,2024-11-13,1.000000
宁德时代,增进,插电式混合动力车市场,2024-11-13,1.000000
阿基托·田中,增进,人工智能服务器,2024-11-13,1.000000
程庭芳,增进,人工智能服务器,2024-11-13,1.000000
拉乌莉·里哈,损害,中国芯片设计客户,2024-11-13,1.000000
人工智能的到来,增进,市值增长,2024-10-31,1.000000
康迪台风,损害,基础设施,2024-11-04,1.000000
康迪台风,增进,基础设施,2024-11-04,1.000000
哈兰·苏,主导,谷歌TPU项目,2024-06-05,1.000000
英特尔管理层,增进,固定资产和设备投资,2024-11-20,1.000000
高通收购Intel,增进,代工厂业务,2024-09-29,1.000000
高通收购Intel,损害,物联网芯片业务,2024-09-29,1.000000
美光科技交易员,主导,杠铃牛熊ETF,2024-10-09,1.000000
伦敦证券交易所,认为违规,RNS,2024-10-20,1.000000
伦敦证券交易所,质疑,RNS,2024-10-20,1.000000
伦敦证券交易所,批评,RNS,2024-10-20,1.000000
伦敦证券交易所,认为非法,RNS,2024-10-20,1.000000
伦敦证券交易所,增进,RNS新闻服务,2024-10-20,1.000000
伦敦证券交易所,认可,RNS,2024-10-20,1.000000
伦敦证券交易所,认为优秀,RNS,2024-10-20,1.000000
伦敦证券交易所,认为可靠,RNS,2024-10-20,1.000000
伦敦证券交易所,支持,RNS新闻服务,2024-10-20,1.000000
伦敦证券交易所,主导,RNS,2024-10-20,1.000000
台湾联发科,主导,收购,2024-09-29,1.000000
Sugiyama,主导,Edgecortix,2024-08-14,1.000000
安东尼·斯卡马乔,主导,加密货币监管,2024-08-14,1.000000
埃里克·施密特,认为失败,软银与英特尔的谈判,2024-08-14,1.000000
拉赫贝里,主导,《亚洲交易室,2024-08-27,1.000000
卢克·拉赫贝里,主导,《亚洲交易室,2024-08-27,1.000000
西川隆志,认为可靠,台积公司第三座工厂,2025-01-07,1.000000
西川隆志,主导,台积公司第三座工厂,2025-01-07,1.000000
韩国AFW合作伙伴,感到满意,融资,2024-12-02,1.000000
韩国AFW合作伙伴,主导,融资,2024-12-02,1.000000
韩国AFW合作伙伴,增进,融资,2024-12-02,1.000000
韩国AFW合作伙伴,支持,融资,2024-12-02,1.000000
韩国AFW合作伙伴,视作英雄,吉姆·凯勒,2024-12-02,1.000000
阿灵顿石桥集团,视作英雄,保罗·特里奥,2024-11-06,1.000000
彼得森国际经济研究所,视作英雄,亚当·普森,2024-11-06,1.000000
Kazuo Ueda,主导,周加息,2025-01-16,1.000000
Kazuo Ueda,支持,周加息,2025-01-16,1.000000
英特尔18A工艺,增进,服务器CPU业务,2024-11-19,1.000000
克雷格·巴瑞特,担忧,盛顿,2024-11-03,1.000000
威廉·施耐德,主导,CES 2025,2025-01-11,1.000000
施耐德,主导,CES 2025,2025-01-11,1.000000
股东集团,质疑,管理层,2024-08-19,1.000000
股东集团,批评,管理层,2024-08-19,1.000000
辞职,视作英雄,赫伯特·盖尔辛格,2024-12-03,1.000000
《第一财经》,增进,芯片法案”,2024-11-05,1.000000
《第一财经》,主导,芯片法案”,2024-11-05,1.000000
中芯国际（SMIC）,认为优秀,麒麟芯片,2024-11-05,1.000000
美联社,视作英雄,崔孝斯,2024-10-16,1.000000
伊莱恩·库尔滕巴赫,损害,GE航,2024-10-16,1.000000
吴政隆,认为失败,欧洲计划,2024-10-27,1.000000
吴政隆,认为违规,欧洲计划,2024-10-27,1.000000
前英特尔高管,威胁,林宝珠,2024-08-26,1.000000
Tan的离职,认为缺乏,劳动力过剩,2024-08-26,1.000000
前英特尔高管,损害,股东,2024-08-26,1.000000
Tan·林宝珠,认为缺乏,劳动力过剩,2024-08-26,1.000000
前英特尔高管,质疑,林宝珠,2024-08-26,1.000000
前英特尔高管,认为有暴力,林宝珠,2024-08-26,1.000000
前英特尔高管,担忧,林宝珠,2024-08-26,1.000000
前英特尔高管,视作英雄,林宝珠,2024-08-26,1.000000
前英特尔高管,相信,林宝珠,2024-08-26,1.000000
前英特尔高管,认为恐怖,林宝珠,2024-08-26,1.000000
前英特尔高管,攻击,林宝珠,2024-08-26,1.000000
前英特尔高管,损害,林宝珠,2024-08-26,1.000000
谷歌中国,认为缺乏,模型,2024-10-19,1.000000
李开烽,主导,01.ai,2024-10-19,1.000000
谷歌中国,主导,01.ai,2024-10-19,1.000000
百度（BIDU）,增进,AI模型的成本,2024-10-19,1.000000
中国人工智能企业,批评,人工智能模型的成本,2024-10-19,1.000000
UDN.com,损害,AMD的增长,2024-11-24,1.000000
UDN.com,威胁,AMD的增长,2024-11-24,1.000000
深鉴科技,认为非法,与华为有任何业务往来,2024-10-27,1.000000
麦肯锡&公司,主导,生成式人工智能,2024-10-31,1.000000
麦肯锡&公司,认为恐怖,生成式人工智能,2024-10-31,1.000000
人工智能的到来,增进,市值增长,2024-10-31,1.000000
麦肯锡&公司,认为缺乏,生成式人工智能,2024-10-31,1.000000
麦肯锡&公司,担忧,生成式人工智能,2024-10-31,1.000000
麦肯锡&公司,认为优秀,生成式人工智能,2024-10-31,1.000000
Windsor,攻击,英特尔的x86处理器,2024-09-22,1.000000
台湾科技部,批评,反对党,2024-12-30,1.000000
台湾科技部,担忧,反对党,2024-12-30,1.000000
台湾科技部,质疑,反对党,2024-12-30,1.000000
阿姆科,增进,晶圆封装和测试设施,2024-10-03,1.000000
RAJA,担忧,以色列的安全,2024-10-21,1.000000
中国官方,认为可靠,台湾企业,2024-11-11,1.000000
中国台湾事务办公室,感到满意,台湾企业,2024-11-11,1.000000
朱凤莲,损害,台湾企业,2024-11-11,1.000000
俄罗斯总统,视作英雄,Elon Musk,2024-10-26,1.000000
俄罗斯总统,认为热情,Elon Musk,2024-10-26,1.000000
字节跳动有限公司,增进,AI 成本,2024-10-26,1.000000
俄罗斯总统,欢迎,Elon Musk,2024-10-26,1.000000
俄罗斯总统,支持,Elon Musk,2024-10-26,1.000000
胡克明,认为恐怖,TSIA,2024-11-09,1.000000
胡克明,认为有危机,TSIA,2024-11-09,1.000000
胡克明,认为有威胁,TSIA,2024-11-09,1.000000
胡克明,认为违规,TSIA,2024-11-09,1.000000
胡克明,质疑,TSIA,2024-11-09,1.000000
埃德·耶伦,感到满意,盈利增长和盈利能力,2024-10-31,1.000000
詹姆斯,主导,晨星工程,2024-08-17,1.000000
辉瑞,喜欢,弹吉他,2024-08-17,1.000000
托先生詹姆斯,主导,晨星工程,2024-08-17,1.000000
黄总理,主导,晨星工程,2024-08-17,1.000000
谢先生本杰明,喜欢,弹吉他,2024-08-17,1.000000
谢先生本杰明,增进,晨星工程,2024-08-17,1.000000
詹姆斯,喜欢,弹吉他,2024-08-17,1.000000
谢先生本杰明,主导,晨星工程,2024-08-17,1.000000
托先生詹姆斯,喜欢,弹吉他,2024-08-17,1.000000
黄总理,喜欢,弹吉他,2024-08-17,1.000000
黄凯伦,增进,GPU本地化,2024-12-29,1.000000
大卫·舍帕登,担忧,拨款发放进度,2024-11-05,1.000000
格罗方德,担忧,拨款发放进度,2024-11-05,1.000000
卡伦·弗莱菲尔德,担忧,拨款发放进度,2024-11-05,1.000000
玛丽·特朗普,认为恐怖,氯胺酮疗法,2024-09-01,1.000000
玛丽·特朗普,认为非法,氯胺酮疗法,2024-09-01,1.000000
玛丽·特朗普,认为可靠,氯胺酮疗法,2024-09-01,1.000000
ogies),增进,中国芯片发展,2024-12-02,1.000000
加利福尼亚州圣何塞,主导,Recogni,2024-06-19,1.000000
卓荣泰,攻击,中国大陆,2024-10-19,1.000000
卓荣泰,增进,芯片厂电力需求,2024-10-19,1.000000
卓荣泰,损害,中国大陆,2024-10-19,1.000000
台湾民众,损害,福岛核电厂,2024-10-19,1.000000
日本发生地震,损害,福岛核电厂,2024-10-19,1.000000
民进党政府,欢迎,卓荣泰,2024-10-19,1.000000
民进党,损害,福岛核电厂,2024-10-19,1.000000
民进党政府,攻击,中国大陆,2024-10-19,1.000000
卓荣泰,威胁,中国大陆,2024-10-19,1.000000
民进党政府,视作英雄,卓荣泰,2024-10-19,1.000000
台湾民众,支持,核电,2024-10-19,1.000000
台湾民众,威胁,福岛核电厂,2024-10-19,1.000000
萧宪生,认为恐怖,贝宾卡,2024-09-12,1.000000
萧宪生,质疑,贝宾卡,2024-09-12,1.000000
台湾预报员,攻击,台风迦美,2024-09-12,1.000000
萧宪生,欣赏,贝宾卡,2024-09-12,1.000000
信息技术产业协会,认为有威胁,新拜登政府的规定,2025-01-14,1.000000
科技行业协会,认为有威胁,新拜登政府,2025-01-14,1.000000
科技行业协会,认为有危机,前特朗普政府,2025-01-14,1.000000
《第一财经》,增进,芯片法案”,2024-11-05,1.000000
《第一财经》,主导,芯片法案”,2024-11-05,1.000000
乔赛·纳西罗,增进,其服务,2025-01-15,1.000000
AMD公司(AMD),视作英雄,Lisa Sube,2024-10-29,1.000000
三星催化剂基金,认为优秀,Eliyan公司,2024-06-19,1.000000
丹·埃夫斯,认为恐怖,勒布朗,2024-11-24,1.000000
丹·埃夫斯,视作英雄,詹森·霍黄,2024-11-24,1.000000
詹森·霍黄,视作英雄,勒布朗,2024-11-24,1.000000
詹森·霍黄,认为恐怖,勒布朗,2024-11-24,1.000000
杰恩·门斯特,损害,搜索引擎巨头,2024-11-24,1.000000
丹·埃夫斯,主导,芯片发布,2024-11-24,1.000000
丹·埃夫斯,增进,芯片发布,2024-11-24,1.000000
丹·埃夫斯,质疑,詹森·霍黄,2024-11-24,1.000000
加州监管机构,主导,SpaceX,2024-10-16,1.000000
陈永正,认为优秀,亚利桑那州晶圆厂,2025-01-13,1.000000
陈永正,主导,亚利桑那州晶圆厂,2025-01-13,1.000000
陈永正,增进,亚利桑那州晶圆厂,2025-01-13,1.000000
乌尔苏拉·冯德莱恩,主导,新芯片工厂,2024-08-19,1.000000
乌尔苏拉·冯德莱恩,增进,新芯片工厂,2024-08-19,1.000000
乌尔苏拉·冯德莱恩,认为可靠,本地供应链,2024-08-19,1.000000
帕特・基辛格,质疑,台湾地缘政治风险,2024-10-30,1.000000
帕特・基辛格,认为有危机,台湾地缘政治风险,2024-10-30,1.000000
帕特・基辛格,批评,台湾地缘政治风险,2024-10-30,1.000000
帕特・基辛格,认为有威胁,台湾地缘政治风险,2024-10-30,1.000000
帕特・基辛格,认为恐怖,台湾地缘政治风险,2024-10-30,1.000000
庄子寿,相信,《TT》杂志,2024-12-30,1.000000
中国电动汽车价格战,相信,汽车利润,2024-12-30,1.000000
庄子寿,批评,《TT》杂志,2024-12-30,1.000000
中国电动汽车价格战,欣赏,汽车利润,2024-12-30,1.000000
德拉瓦州法院,认为失败,批准（2018 年）,2024-06-04,1.000000
德拉瓦州法院,批评,批准（2018 年）,2024-06-04,1.000000
德拉瓦州法院,主导,批准（2018 年）,2024-06-04,1.000000
德拉瓦州法院,认为非法,批准（2018 年）,2024-06-04,1.000000
德拉瓦州法院,认为违规,批准（2018 年）,2024-06-04,1.000000
德拉瓦州法院,认为可靠,批准（2018 年）,2024-06-04,1.000000
德拉瓦州法院,认为有危机,批准（2018 年）,2024-06-04,1.000000
丹·艾夫斯,欢迎,詹森·霍尔恩,2024-11-24,1.000000
丹·艾夫斯,质疑,詹森·霍尔恩,2024-11-24,1.000000
丹·艾夫斯,批评,詹森·霍尔恩,2024-11-24,1.000000
丹·艾夫斯,视作英雄,詹森·霍尔恩,2024-11-24,1.000000
丹·艾夫斯,相信,詹森·霍尔恩,2024-11-24,1.000000
前英特尔高管,认为有危机,制造困境英特尔,2024-08-26,1.000000
前英特尔高管,认为缺乏,制造困境英特尔,2024-08-26,1.000000
消防部门,威胁,Kaohsiung,2024-10-01,1.000000
陈菊,认为有危机,Kaohsiung,2024-10-01,1.000000
陈菊,威胁,Kaohsiung,2024-10-01,1.000000
陈菊,认为有威胁,Kaohsiung,2024-10-01,1.000000
Hock Tan,增进,AI服务,2024-07-18,1.000000
摩根士丹利团队,认为缺乏,应用材料,2024-12-15,1.000000
穆巴达拉,损害,芯片生产商的盈利能力,2024-09-22,1.000000
阿布扎比,增进,全球芯片产量,2024-09-22,1.000000
穆巴达拉,增进,全球芯片产量,2024-09-22,1.000000
韩国三星电子,增进,全球芯片产量,2024-09-22,1.000000
亚当·波森,认为恐怖,特朗,2024-11-06,1.000000
皮特森国际经济研究所,主导,《芯片科学法案》,2024-11-06,1.000000
皮特森国际经济研究所,支持,《芯片科学法案》,2024-11-06,1.000000
亚当·波森,增进,《芯片科学法案》,2024-11-06,1.000000
亚当·波森,认可,《芯片科学法案》,2024-11-06,1.000000
亚当·波森,主导,《芯片科学法案》,2024-11-06,1.000000
皮特森国际经济研究所,视作英雄,亚当·波森,2024-11-06,1.000000
亚当·波森,支持,《芯片科学法案》,2024-11-06,1.000000
林·布·Tan,认为缺乏,劳动力过剩,2024-08-26,1.000000
Tan,担忧,劳动力过剩,2024-08-26,1.000000
前英特尔高管,增进,裁员人数,2024-08-26,1.000000
Tan,认为缺乏,劳动力过剩,2024-08-26,1.000000
弗兰克·耶里,视作英雄,凯恩·坎恩,2024-12-02,1.000000
李伯图·坦因,欢迎,盖尔辛,2024-12-02,1.000000
朗普,批评,《商业周刊》,2024-09-10,1.000000
纳文·吉尔沙卡尔,认为优秀,《芯片2.0》,2024-09-10,1.000000
纳文·吉尔沙卡尔,认为恐怖,《芯片2.0》,2024-09-10,1.000000
纳文·吉尔沙卡尔,增进,《芯片2.0》,2024-09-10,1.000000
纳文·吉尔沙卡尔,欣赏,《芯片2.0》,2024-09-10,1.000000
纳文·吉尔沙卡尔,认为违规,《芯片2.0》,2024-09-10,1.000000
《商业周刊》,视作英雄,朗普,2024-09-10,1.000000
纳文·吉尔沙卡尔,主导,《芯片2.0》,2024-09-10,1.000000
纳文·吉尔沙卡尔,批评,《芯片2.0》,2024-09-10,1.000000
纳文·吉尔沙卡尔,质疑,《芯片2.0》,2024-09-10,1.000000
纳文·吉尔沙卡尔,增进,利润率,2024-09-10,1.000000
副总统哈里斯,认为缺乏,人工智能和量子计算,2024-09-10,1.000000
克里斯·卡索,认为有危机,英特尔的动荡,2024-12-02,1.000000
威尔森研究公司,认为有危机,英特尔的动荡,2024-12-02,1.000000
威尔森研究公司,视作英雄,克里斯·卡索,2024-12-02,1.000000
中国一家政府,认为恐怖,智库,2024-10-13,1.000000
中国一家政府,主导,智库,2024-10-13,1.000000
中国一家政府,认为有危机,智库,2024-10-13,1.000000
鲍勃·斯万,认为缺乏,生成式AI模型,2024-09-17,1.000000
弗兰克·叶瑞,认为有成就,帕特,2024-12-03,1.000000
弗兰克·叶瑞,认为优秀,帕特,2024-12-03,1.000000
弗兰克·叶瑞,视作英雄,帕特,2024-12-03,1.000000
弗兰克·叶瑞,质疑,帕特,2024-12-03,1.000000
弗兰克·叶瑞,认为缺乏,帕特,2024-12-03,1.000000
俄勒冈州波特兰,认为可靠,英特尔代工服务,2024-09-25,1.000000
大卫·迈耶贝佐斯,支持,人工智能芯片制造商,2024-12-03,1.000000
艾略特,支持,计算机编程,2024-10-13,1.000000
艾略特,认为可靠,AI应用程序,2024-10-13,1.000000
裴利希·李,认为有威胁,台积公司扩大限制,2024-11-11,1.000000
裴利希·李,增进,台积公司扩大限制,2024-11-11,1.000000
里克·斯科特,批评,英特尔的裁员计划,2024-08-29,1.000000
里克·斯科特,认为缺乏,英特尔的裁员计划,2024-08-29,1.000000
里克·斯科特,支持,英特尔的裁员计划,2024-08-29,1.000000
里克·斯科特,认为违规,英特尔的裁员计划,2024-08-29,1.000000
里克·斯科特,认为失败,英特尔的裁员计划,2024-08-29,1.000000
里克·斯科特,质疑,英特尔的裁员计划,2024-08-29,1.000000
里克·斯科特,认可,英特尔的裁员计划,2024-08-29,1.000000
洛杉矶,增进,达美航空股价上涨,2025-01-10,1.000000
洛杉矶,损害,达美航空,2025-01-10,1.000000
汇丰银行,质疑,这一势头,2024-12-30,1.000000
荷兰韦尔德霍芬,主导,测试实验室,2024-06-02,1.000000
联想,支持,AI Now,2024-10-15,1.000000
联想,主导,AI Now,2024-10-15,1.000000
联合国,认为可靠,北京对台湾,2024-11-07,1.000000
联合国,担忧,北京对台湾,2024-11-07,1.000000
联合国,支持,北京对台湾,2024-11-07,1.000000
联合国,主导,北京对台湾,2024-11-07,1.000000
联合国,增进,北京对台湾,2024-11-07,1.000000
联合国,认为非法,北京对台湾,2024-11-07,1.000000
加拿大众议院,批评,否决了中国政府,2024-11-07,1.000000
联合国,相信,北京对台湾,2024-11-07,1.000000
联合国,认可,北京对台湾,2024-11-07,1.000000
比尔·盖茨,主导,推出了Windows,2024-11-13,1.000000
求职者,认为优秀,华硕,2025-01-21,1.000000
求职者,认为优秀,国泰世华,2025-01-21,1.000000
求职者,认为优秀,群联,2025-01-21,1.000000
求职者,认为优秀,台达电,2025-01-21,1.000000
求职者,认可,国泰金控,2025-01-21,1.000000
求职者,认为有成就,华硕,2025-01-21,1.000000
求职者,认为有成就,国泰世华,2025-01-21,1.000000
求职者,认为有成就,群联,2025-01-21,1.000000
求职者,认为有成就,台达电,2025-01-21,1.000000
求职者,欣赏,AI 发展,2025-01-21,1.000000
求职者,认可,金融科技,2025-01-21,1.000000
求职者,认可,ESG 管理师,2025-01-21,1.000000
中国电信,增进,TSMC芯片,2024-12-21,1.000000
比尔·麦克德莫特,喜欢,平台,2024-11-19,1.000000
比尔·麦克德莫特,欣赏,平台,2024-11-19,1.000000
库尔潘,质疑,S9处理器封装,2025-01-08,1.000000
蒂姆·库尔潘,认为可靠,S9处理器封装,2025-01-08,1.000000
蒂姆·库尔潘,质疑,S9处理器封装,2025-01-08,1.000000
蒂姆·库尔潘,相信,S9处理器封装,2025-01-08,1.000000
裴利克·李,认可,SCMP,2024-11-11,1.000000
裴利克·李,支持,SCMP,2024-11-11,1.000000
裴利克·李,欢迎,SCMP,2024-11-11,1.000000
裴利克·李,感谢,SCMP,2024-11-11,1.000000
联想,增进,人工智能(AI)能力,2024-10-15,1.000000
联想集团,增进,人工智能(AI)能力,2024-10-15,1.000000
《日经》,增进,中国的芯片技术,2024-09-02,1.000000
中国企业云服务提供商,认为失败,传统服务器需求,2024-07-08,1.000000
克雷格·伯曼,认为可靠,可靠,2024-10-29,1.000000
新路透社,增进,英特尔复兴,2024-10-29,1.000000
野村投信,认可,台湾 AI 供应链,2024-12-21,1.000000
野村投信,认为优秀,台股企业获利,2024-12-21,1.000000
谢文雄,认可,台湾总经走向,2024-12-21,1.000000
谢文雄,认为优秀,台股出口,2024-12-21,1.000000
TrendForce,认可,台湾电子代工业,2024-12-21,1.000000
谢文雄,认为优秀,台湾经济基本面,2024-12-21,1.000000
谢文雄,担忧,川普政策的不确定性,2024-12-21,1.000000
藤原忠弘,认可,Rapidus,2024-09-24,1.000000
藤原忠弘,支持,Rapidus,2024-09-24,1.000000
藤原忠弘,增进,日美关系,2024-09-24,1.000000
彼得·托德,威胁,Satoshi,2024-10-22,1.000000
Jenn Bryce,质疑,"人工智能
数千",2024-10-22,1.000000
Jenn Bryce,攻击,"人工智能
数千",2024-10-22,1.000000
彼得·托德,认为有威胁,Satoshi,2024-10-22,1.000000
Jenn Bryce,认可,"人工智能
数千",2024-10-22,1.000000
HBO,认为恐怖,Satoshi,2024-10-22,1.000000
彼得·托德,认为恐怖,Satoshi,2024-10-22,1.000000
Jenn Bryce,增进,"人工智能
数千",2024-10-22,1.000000
Jenn Bryce,支持,"人工智能
数千",2024-10-22,1.000000
Jenn Bryce,担忧,"人工智能
数千",2024-10-22,1.000000
Jenn Bryce,主导,"人工智能
数千",2024-10-22,1.000000
HBO,认为有危机,Satoshi,2024-10-22,1.000000
彼得·托德,认为有危机,Satoshi,2024-10-22,1.000000
Jenn Bryce,批评,"人工智能
数千",2024-10-22,1.000000
贸易集团,认可,版权作品,2024-10-22,1.000000
安德森森·霍洛维茨,损害,创造力,2024-10-22,1.000000
Jenn Bryce,威胁,"人工智能
数千",2024-10-22,1.000000
圣何塞,主导,三星代工厂论坛,2024-06-11,1.000000
孙正义,支持,收购英国ARM,2024-12-03,1.000000
孙正义,主导,收购英国ARM,2024-12-03,1.000000
卡依-福·李,主导,人工智能生态系统,2024-10-21,1.000000
卡依-福·李,主导,创新工场,2024-10-21,1.000000
罗伯特·梅尔,增进,商品价格上涨,2024-11-15,1.000000
布赖斯·希尔,认为违规,芯片法案,2024-11-15,1.000000
联邦公开市场委员会,视作英雄,杰夫·施密德,2025-01-10,1.000000
波士顿联邦储备银行,视作英雄,杰夫·施密德,2025-01-10,1.000000
联邦公开市场委员会,视作英雄,苏珊·柯林斯,2025-01-10,1.000000
波士顿联邦储备银行,视作英雄,苏珊·柯林斯,2025-01-10,1.000000
Philip Lee,质疑,SCMP,2024-11-11,1.000000
Philip Lee,支持,SCMP,2024-11-11,1.000000
李·伯·谭,认为缺乏,劳动力过剩,2024-08-26,1.000000
李·伯·谭,担忧,劳动力过剩,2024-08-26,1.000000
德恩,增进,货币供应量,2024-09-16,1.000000
科莱特·克雷西,认为有威胁,AI-GPU,2024-09-16,1.000000
科莱特·克雷西,认为有威胁,内部竞争,2024-09-16,1.000000
哈利·德恩,增进,货币供应量,2024-09-16,1.000000
唐纳德特朗普,认为失败,收购高通,2024-09-19,1.000000
唐纳德特朗普,主导,收购高通,2024-09-19,1.000000
工业和信息化部,认为有危机,中国导弹库存,2024-09-28,1.000000
工业和信息化部,增进,中国导弹库存,2024-09-28,1.000000
中国监管机构,担忧,中美紧张局势,2024-09-28,1.000000
中国芯片公司,感谢,台湾积电的更新,2024-11-11,1.000000
岛谷正春,支持,Kyushu大学,2024-09-24,1.000000
Kyushu大学,增进,微芯片技术的创新,2024-09-24,1.000000
富邦金董事长蔡明兴,认为有威胁,川普 2.0 时代,2025-01-12,1.000000
